GeoFips,GeoName,LineCode,Description,2020
33000,New Hampshire,86,    State and local,5421.1
33000,New Hampshire,,Addenda:,
33000,New Hampshire,87,Natural resources and mining,359.6
33000,New Hampshire,88,Trade,10718
33000,New Hampshire,89,Transportation and utilities,2249.4
33000,New Hampshire,90,Manufacturing and information,12626.4
33000,New Hampshire,91,Private goods-producing industries 2/,10999.7
33000,New Hampshire,92,Private services-providing industries 3/,57061.2
34000,New Jersey,1,All industry total,535794.9
34000,New Jersey,2,  Private industries,483089.6
34000,New Jersey,3,"    Agriculture, forestry, fishing and hunting",1416.1
34000,New Jersey,4,      Farms,1186.5
34000,New Jersey,5,"      Forestry, fishing, and related activities",268.7
34000,New Jersey,6,"    Mining, quarrying, and oil and gas extraction",525.4
34000,New Jersey,7,      Oil and gas extraction,282.3
34000,New Jersey,8,      Mining (except oil and gas),331.1
34000,New Jersey,9,      Support activities for mining,45.4
34000,New Jersey,10,    Utilities,8776.4
34000,New Jersey,11,    Construction,15674.2
34000,New Jersey,12,    Manufacturing,54056.3
34000,New Jersey,13,      Durable goods manufacturing,17401
34000,New Jersey,14,        Wood product manufacturing,171.2
34000,New Jersey,15,        Nonmetallic mineral product manufacturing,1271.5
34000,New Jersey,16,        Primary metal manufacturing,914.9
34000,New Jersey,17,        Fabricated metal product manufacturing,2071
34000,New Jersey,18,        Machinery manufacturing,1551.7
34000,New Jersey,19,        Computer and electronic product manufacturing,6131.7
34000,New Jersey,20,"        Electrical equipment, appliance, and component manufacturing",900.3
34000,New Jersey,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",228.5
34000,New Jersey,22,        Other transportation equipment manufacturing,271.7
34000,New Jersey,23,        Furniture and related product manufacturing,484.9
34000,New Jersey,24,        Miscellaneous manufacturing,3632.3
34000,New Jersey,25,      Nondurable goods manufacturing,36626.1
34000,New Jersey,26,        Food and beverage and tobacco product manufacturing,4079.6
34000,New Jersey,27,        Textile mills and textile product mills,279.9
34000,New Jersey,28,"        Apparel, leather, and allied product manufacturing",191.8
34000,New Jersey,29,        Paper manufacturing,1024.7
34000,New Jersey,30,        Printing and related support activities,1229.3
34000,New Jersey,31,        Petroleum and coal products manufacturing,11848.4
34000,New Jersey,32,        Chemical manufacturing,18571.1
34000,New Jersey,33,        Plastics and rubber products manufacturing,1513.9
34000,New Jersey,34,    Wholesale trade,44922.4
34000,New Jersey,35,    Retail trade,33131.5
34000,New Jersey,36,    Transportation and warehousing,16032.2
34000,New Jersey,37,      Air transportation,1807.2
34000,New Jersey,38,      Rail transportation,260.6
34000,New Jersey,39,      Water transportation,184.1
34000,New Jersey,40,      Truck transportation,3664.5
34000,New Jersey,41,      Transit and ground passenger transportation,1323.9
34000,New Jersey,42,      Pipeline transportation,144.1
34000,New Jersey,43,      Other transportation and support activities,4700.8
34000,New Jersey,44,      Warehousing and storage,3916.6
34000,New Jersey,45,    Information,31667.8
34000,New Jersey,46,      Publishing industries (except Internet),6746.2
34000,New Jersey,47,      Motion picture and sound recording industries,979.4
34000,New Jersey,48,      Broadcasting (except Internet) and telecommunications,15433.9
34000,New Jersey,49,"      Data processing, hosting, and other information services",8531.8
34000,New Jersey,50,"    Finance, insurance, real estate, rental, and leasing",113660
34000,New Jersey,51,      Finance and insurance,32392.7
34000,New Jersey,52,"        Monetary Authorities- central bank, credit intermediation, and related services",7397
34000,New Jersey,53,"        Securities, commodity contracts, and other financial investments and related activities",7343.5
34000,New Jersey,54,        Insurance carriers and related activities,17497.1
34000,New Jersey,55,"        Funds, trusts, and other financial vehicles",152.3
34000,New Jersey,56,      Real estate and rental and leasing,81255.2
34000,New Jersey,57,        Real estate,74866.9
34000,New Jersey,58,        Rental and leasing services and lessors of nonfinancial intangible assets,6455.2
34000,New Jersey,59,    Professional and business services,96796.8
34000,New Jersey,60,"      Professional, scientific, and technical services",55369.6
34000,New Jersey,61,        Legal services,5893
34000,New Jersey,62,        Computer systems design and related services,12884
34000,New Jersey,63,"        Miscellaneous professional, scientific, and technical services",36721.2
34000,New Jersey,64,      Management of companies and enterprises,21780.7
34000,New Jersey,65,      Administrative and support and waste management and remediation services,19992.1
34000,New Jersey,66,        Administrative and support services,18435.7
34000,New Jersey,67,        Waste management and remediation services,1574.2
34000,New Jersey,68,"    Educational services, health care, and social assistance",49607.1
34000,New Jersey,69,      Educational services,5921.9
34000,New Jersey,70,      Health care and social assistance,43750
34000,New Jersey,71,        Ambulatory health care services,23200.4
34000,New Jersey,72,        Hospitals,13768.5
34000,New Jersey,73,        Nursing and residential care facilities,3823.5
34000,New Jersey,74,        Social assistance,2950
34000,New Jersey,75,"    Arts, entertainment, recreation, accommodation, and food services",11924.8
34000,New Jersey,76,"      Arts, entertainment, and recreation",3573.6
34000,New Jersey,77,"        Performing arts, spectator sports, museums, and related activities",1828.6
34000,New Jersey,78,"        Amusement, gambling, and recreation industries",1745.3
34000,New Jersey,79,      Accommodation and food services,8356.3
34000,New Jersey,80,        Accommodation,2139.1
34000,New Jersey,81,        Food services and drinking places,6191.8
34000,New Jersey,82,    Other services (except government and government enterprises),8415.2
34000,New Jersey,83,  Government and government enterprises,52934.2
34000,New Jersey,84,    Federal civilian,6765.1
34000,New Jersey,85,    Military,2512
34000,New Jersey,86,    State and local,43734.1
34000,New Jersey,,Addenda:,
34000,New Jersey,87,Natural resources and mining,1935.7
34000,New Jersey,88,Trade,78023.5
34000,New Jersey,89,Transportation and utilities,24859.1
34000,New Jersey,90,Manufacturing and information,85571.2
34000,New Jersey,91,Private goods-producing industries 2/,70881.4
34000,New Jersey,92,Private services-providing industries 3/,412205.5
35000,New Mexico,1,All industry total,92696.5
35000,New Mexico,2,  Private industries,71935.3
35000,New Mexico,3,"    Agriculture, forestry, fishing and hunting",2082.1
35000,New Mexico,4,      Farms,1916
35000,New Mexico,5,"      Forestry, fishing, and related activities",166.9
35000,New Mexico,6,"    Mining, quarrying, and oil and gas extraction",14398.5
35000,New Mexico,7,      Oil and gas extraction,15933.5
35000,New Mexico,8,      Mining (except oil and gas),1400.3
35000,New Mexico,9,      Support activities for mining,1279.1
35000,New Mexico,10,    Utilities,1584.5
35000,New Mexico,11,    Construction,3043.4
35000,New Mexico,12,    Manufacturing,4603.9
35000,New Mexico,13,      Durable goods manufacturing,2081.5
35000,New Mexico,14,        Wood product manufacturing,35.5
35000,New Mexico,15,        Nonmetallic mineral product manufacturing,168.9
35000,New Mexico,16,        Primary metal manufacturing,70.6
35000,New Mexico,17,        Fabricated metal product manufacturing,173.5
35000,New Mexico,18,        Machinery manufacturing,97.8
35000,New Mexico,19,        Computer and electronic product manufacturing,1270.9
35000,New Mexico,20,"        Electrical equipment, appliance, and component manufacturing",57.5
35000,New Mexico,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",14.8
35000,New Mexico,22,        Other transportation equipment manufacturing,54.6
35000,New Mexico,23,        Furniture and related product manufacturing,27.9
35000,New Mexico,24,        Miscellaneous manufacturing,138.1
35000,New Mexico,25,      Nondurable goods manufacturing,2546.7
35000,New Mexico,26,        Food and beverage and tobacco product manufacturing,616.1
35000,New Mexico,27,        Textile mills and textile product mills,8.1
35000,New Mexico,28,"        Apparel, leather, and allied product manufacturing",3.5
35000,New Mexico,29,        Paper manufacturing,81.1
35000,New Mexico,30,        Printing and related support activities,46.6
35000,New Mexico,31,        Petroleum and coal products manufacturing,1611.3
35000,New Mexico,32,        Chemical manufacturing,306.8
35000,New Mexico,33,        Plastics and rubber products manufacturing,100.2
35000,New Mexico,34,    Wholesale trade,2899
35000,New Mexico,35,    Retail trade,5523.5
35000,New Mexico,36,    Transportation and warehousing,1998.1
35000,New Mexico,37,      Air transportation,109.4
35000,New Mexico,38,      Rail transportation,476.4
35000,New Mexico,39,      Water transportation,2.2
35000,New Mexico,40,      Truck transportation,725.9
35000,New Mexico,41,      Transit and ground passenger transportation,79.3
35000,New Mexico,42,      Pipeline transportation,124.8
35000,New Mexico,43,      Other transportation and support activities,358.4
35000,New Mexico,44,      Warehousing and storage,99.3
35000,New Mexico,45,    Information,2321.2
35000,New Mexico,46,      Publishing industries (except Internet),316.2
35000,New Mexico,47,      Motion picture and sound recording industries,289.5
35000,New Mexico,48,      Broadcasting (except Internet) and telecommunications,1486.5
35000,New Mexico,49,"      Data processing, hosting, and other information services",252.4
35000,New Mexico,50,"    Finance, insurance, real estate, rental, and leasing",13055.9
35000,New Mexico,51,      Finance and insurance,2780.7
35000,New Mexico,52,"        Monetary Authorities- central bank, credit intermediation, and related services",819
35000,New Mexico,53,"        Securities, commodity contracts, and other financial investments and related activities",230.8
35000,New Mexico,54,        Insurance carriers and related activities,1849.6
35000,New Mexico,55,"        Funds, trusts, and other financial vehicles",11.5
35000,New Mexico,56,      Real estate and rental and leasing,10238.6
35000,New Mexico,57,        Real estate,9333
35000,New Mexico,58,        Rental and leasing services and lessors of nonfinancial intangible assets,895.2
35000,New Mexico,59,    Professional and business services,10515.7
